segment,anomaly,Signal_Health,train,channel,sampling,duration,Duration_Category,len,mean,var,Variance_Level,std,kurtosis,skew,n_peaks,Engineering_Priority,Peak_Complexity,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
91,0,Healthy,0,CADC0872,1,177,Medium,178,4.341548820224719E-7,2.586415198167186E-10,Low,1.608233564556836E-5,-1.3704141178834812,-0.09826466302394227,1,Low,Simple,1,1,51,57,5.635761055855879E-13,6.998270079582643E-13,177,178,1.4612515243882407E-12,1.4530422461613405E-12
92,0,Healthy,1,CADC0872,1,171,Short,172,-3.592388377906977E-6,2.7982358937546596E-10,Low,1.6727928424508098E-5,-1.471195927967888,0.0407507457859605,1,Low,Simple,1,1,48,56,6.32703271027755E-13,7.471556964289924E-13,171,172,1.6363952595056489E-12,1.6268813335782905E-12
93,0,Healthy,1,CADC0872,1,184,Medium,185,1.7363352054054053E-6,4.906889083525272E-10,Low,2.2151499009153472E-5,-1.4573953880218093,-0.04686660310161884,1,Low,Simple,1,1,52,64,8.772932490443871E-13,9.471598148829386E-13,184,185,2.6667875453941695E-12,2.652372477581228E-12
94,0,Healthy,0,CADC0872,1,175,Medium,176,6.039060977272728E-6,5.075165750489161E-10,Low,2.2528128529660783E-5,-1.3201792493597653,-0.14724100031286674,1,Low,Simple,1,1,52,59,9.04111810546067E-13,8.668689179994368E-13,175,176,2.900094714565235E-12,2.8836169036870235E-12
95,1,Anomalous,1,CADC0872,1,178,Medium,179,4.147243346368715E-6,6.280265481137711E-10,Low,2.5060457859220593E-5,-0.8749599126935235,-0.2064508289548608,1,High,Simple,1,1,1,2,1.0047557932407453E-11,1.937868690898086E-11,178,179,3.528239034347029E-12,3.5085282017529116E-12
96,0,Healthy,1,CADC0872,1,184,Medium,185,1.437770978378378E-6,9.426989031052217E-10,Low,3.0703402142193E-5,-1.4942722552801424,-0.022970885164094842,1,Low,Simple,1,1,46,63,1.3173679043932238E-12,6.08737514873977E-13,184,185,5.1233636038327266E-12,5.095669746514712E-12
97,1,Anomalous,1,CADC0872,1,170,Short,171,-7.196355608187134E-6,6.804697576918915E-10,Low,2.6085815258333243E-5,-1.3265286513853711,0.10168248827783448,2,High,Moderate,1,1,1,2,5.470948589494119E-11,1.6092712328626835E-10,170,171,4.002763280540538E-12,3.979355308139716E-12
98,0,Healthy,1,CADC0872,1,181,Medium,182,-5.298504725274738E-7,7.905372265744046E-10,Low,2.8116493852797588E-5,-1.4850829787355693,-0.03242480948942064,1,Low,Simple,1,1,51,64,1.1998542810252676E-12,7.806928749304099E-13,181,182,4.36760898659892E-12,4.343611135024201E-12
99,1,Anomalous,1,CADC0872,1,177,Medium,178,-6.080523601123596E-6,2.9846780421774486E-10,Low,1.7276220773587747E-5,-0.36429658007764854,0.005443566561241839,1,High,Simple,1,1,1,1,6.760747639954245E-12,1.3071690773946318E-11,177,178,1.6862587808912139E-12,1.6767854169536228E-12
100,0,Healthy,1,CADC0872,1,177,Medium,178,5.531299657303371E-6,4.201540447179883E-10,Low,2.0497659493658984E-5,-1.4436734263109798,-0.0325044466133817,1,Low,Simple,1,1,52,57,7.566201279780083E-13,6.878774364224371E-13,177,178,2.37375166507338E-12,2.360415981561732E-12
101,0,Healthy,1,CADC0872,1,175,Medium,176,1.4944010170454544E-6,2.718116871940872E-10,Low,1.6486712443482696E-5,-1.4919572667748202,-0.015243301351062576,1,Low,Simple,1,1,50,57,7.106335581868915E-13,1.149226248322459E-12,175,176,1.5532096411090696E-12,1.5443845863300408E-12
102,0,Healthy,1,CADC0872,1,169,Short,170,1.544415882352919E-8,2.3654979389362953E-10,Low,1.538017535314957E-5,-1.5192484455591122,-0.022740440911116752,1,Low,Simple,1,1,50,56,6.547871452329411E-13,9.636567911954909E-13,169,170,1.3997029224475121E-12,1.3914693758448795E-12
103,0,Healthy,0,CADC0872,1,163,Short,164,-3.3772070701219508E-6,1.2333576515527495E-10,Low,1.110566365217653E-5,-1.4473567245843493,-0.014694028258583673,1,Low,Simple,1,1,45,55,4.307514363012865E-13,7.341146198410868E-13,163,164,7.566611359219322E-13,7.52047348507774E-13
104,1,Anomalous,0,CADC0872,1,174,Short,175,-1.6305293142857126E-7,1.5586363234359536E-10,Low,1.248453572799547E-5,-1.3450473096809599,0.056870202027428554,2,High,Moderate,2,2,2,5,4.691100890963176E-12,9.22113355077834E-12,174,175,8.95768001974686E-13,8.906493276776878E-13
105,0,Healthy,1,CADC0872,1,169,Short,170,2.4936633905882363E-6,1.478462646648736E-10,Low,1.2159204935556996E-5,-1.2895263564033577,-0.10736314821395435,1,Low,Simple,1,1,54,58,4.977309343060324E-13,9.294165552150837E-13,169,170,8.748299684312048E-13,8.696839097933742E-13
106,1,Anomalous,1,CADC0872,1,177,Medium,178,4.434545005617978E-6,1.9120541510090828E-10,Low,1.3827704621552642E-5,0.3660157247453517,0.06503944414454058,2,High,Moderate,2,1,1,2,4.330064134269116E-11,1.2931585249754597E-10,177,178,1.0802565824910073E-12,1.0741877252860015E-12
107,0,Healthy,1,CADC0872,1,177,Medium,178,-5.142483426966294E-7,2.2768186545527467E-10,Low,1.5089130705752225E-5,-1.4939471522519352,-0.0131832263241863,1,Low,Simple,1,1,56,60,5.679105230513337E-13,8.188402323544929E-13,177,178,1.2863382229111562E-12,1.2791116036813183E-12
108,0,Healthy,0,CADC0872,1,180,Medium,181,-1.5398929668508287E-6,2.2431928477854884E-10,Low,1.4977292304637339E-5,-1.4614961163656404,-3.316723968342488E-4,5,High,Complex,1,1,26,32,1.8944028606044394E-12,5.059638128023586E-12,180,181,1.2462182487697158E-12,1.2393330650748554E-12
109,0,Healthy,1,CADC0872,1,177,Medium,178,2.7725879550561803E-6,2.401966662802726E-10,Low,1.5498279461936173E-5,-1.3626892964164465,-0.022253560774598214,8,High,Complex,1,1,30,44,6.121295225264183E-12,1.7720287320060974E-11,177,178,1.3570433123179243E-12,1.3494194734846776E-12
110,1,Anomalous,0,CADC0872,1,171,Short,172,4.567061761627908E-6,3.3370297398047483E-10,Low,1.8267538804679597E-5,-0.9776479575418944,-0.3830410337597241,2,High,Moderate,2,1,16,26,1.6371326049538258E-11,3.931132785995845E-11,171,172,1.9514793800027768E-12,1.9401335696539234E-12
111,0,Healthy,1,CADC0872,1,183,Medium,184,-7.178251793478263E-7,5.542761809864478E-10,Low,2.354307076373955E-5,-1.4902804586425396,0.032505570698156544,1,Low,Simple,1,1,26,42,6.835457946125205E-12,1.851519071448359E-11,183,184,3.028831590089879E-12,3.0123705488393904E-12
112,0,Healthy,0,CADC0872,1,159,Short,160,-7.13331532375E-6,4.1586926727459714E-10,Low,2.039287295293621E-5,-1.4287648444016139,-0.02199696295230182,1,Low,Simple,1,1,31,40,6.5070226676178725E-12,1.7878730571369878E-11,159,160,2.6155299828591014E-12,2.5991829204662323E-12
113,0,Healthy,1,CADC0872,1,182,Medium,183,-2.9480549617486337E-6,6.954670548444273E-10,Low,2.6371709365235072E-5,-1.497065087826975,0.031121564509593167,1,Low,Simple,1,1,30,36,2.768676594840002E-12,5.8198771532712085E-12,182,183,3.821247554090259E-12,3.800366419914903E-12
114,1,Anomalous,0,CADC0872,1,162,Short,163,-1.4131884233128841E-6,5.224997430351776E-10,Low,2.2858253280493188E-5,-1.064793426879995,0.08792249093050773,3,High,Moderate,2,1,2,5,1.554453532824869E-11,3.014140872369753E-11,162,163,3.2253070557727013E-12,3.205519895921335E-12
115,0,Healthy,0,CADC0872,1,180,Medium,181,8.081112889502762E-6,7.247176029488675E-10,Low,2.692057954333204E-5,-1.451142940463944,-0.051267562628220076,1,Low,Simple,1,1,47,64,1.1404303703911472E-12,7.820272319617394E-13,180,181,4.026208905271486E-12,4.003964657176063E-12
116,0,Healthy,1,CADC0872,1,180,Medium,181,6.070373187845303E-6,7.855700485497806E-10,Low,2.8028022558678317E-5,-1.5064694057741888,-0.031118329168805175,1,Low,Simple,1,1,43,56,1.1905763739299693E-12,7.105954690152855E-13,180,181,4.364278047498781E-12,4.340166014087186E-12
117,0,Healthy,1,CADC0872,1,168,Short,169,-1.46027224852071E-6,6.395613600594786E-10,Low,2.5289550412363573E-5,-1.477610249264654,-0.03450598736266825,1,Low,Simple,1,1,48,51,1.198986310968835E-12,1.0070893406039982E-12,168,169,3.806912857496896E-12,3.784386745914075E-12
118,0,Healthy,1,CADC0872,1,177,Medium,178,-3.254902657303371E-6,6.183474954419584E-10,Low,2.4866593965438017E-5,-1.484768758297597,-0.018956208191568638,1,Low,Simple,1,1,54,60,1.0289784959613222E-12,7.735265280480833E-13,177,178,3.4934886748133245E-12,3.4738623339435867E-12
119,1,Anomalous,0,CADC0872,1,178,Medium,179,7.275469273742831E-9,4.554870721891993E-10,Low,2.1342143102069186E-5,-1.3084587667114072,-0.1184358841442671,2,High,Moderate,1,1,2,1,2.7533875121484987E-11,8.036560536101421E-11,178,179,2.5589161358943778E-12,2.5446205150234595E-12
120,0,Healthy,0,CADC0872,1,175,Medium,176,5.233998823863636E-6,3.2201117091316857E-10,Low,1.7944669707552953E-5,-1.4329275322134478,-0.06010892981618657,1,Low,Simple,1,1,51,58,6.971624302669486E-13,8.504958163814128E-13,175,176,1.8400638337895347E-12,1.8296089256430034E-12
121,1,Anomalous,1,CADC0872,1,183,Medium,184,2.2454212282608697E-6,2.349690394745728E-10,Low,1.5328699862498866E-5,-1.0406986180660247,0.27754665820031527,3,High,Moderate,2,1,3,6,6.513045969471966E-12,1.2826976891600122E-11,183,184,1.283983822265425E-12,1.2770056493183304E-12
122,0,Healthy,1,CADC0872,1,175,Medium,176,-9.255720852272725E-7,2.581884844387609E-10,Low,1.6068244597303118E-5,-1.4676663734827202,-0.008557909149764136,1,Low,Simple,1,1,54,59,6.012835730111704E-13,8.415360837910738E-13,175,176,1.4753627682214908E-12,1.4669800252202323E-12
123,0,Healthy,1,CADC0872,1,184,Medium,185,-1.7774205027027027E-6,2.8010692212227673E-10,Low,1.6736395135221825E-5,-1.4983242979589437,0.013380408315806528,1,Low,Simple,1,1,56,60,5.546739853157392E-13,6.337277621886062E-13,184,185,1.522320228925417E-12,1.5140914709312255E-12
124,0,Healthy,1,CADC0872,1,176,Medium,177,3.862645152542373E-6,3.4628444299675304E-10,Low,1.8608719542105873E-5,-1.4776581213307702,-0.04019714810310121,1,Low,Simple,1,1,53,63,6.93018203311066E-13,7.944374062067297E-13,176,177,1.967525244299733E-12,1.9564092824675314E-12
125,1,Anomalous,1,CADC0872,1,172,Short,173,7.562725064161849E-6,4.6297949509214214E-10,Low,2.1516958314133115E-5,-1.4248329702693008,-0.0865799000409812,1,High,Simple,1,1,2,2,6.55581411750908E-12,1.2300614369268377E-11,172,173,2.69174125053571E-12,2.676182052555735E-12
126,1,Anomalous,1,CADC0872,1,187,Medium,188,5.918951968085106E-6,5.278737627488753E-10,Low,2.2975503536350958E-5,-0.7192408572686344,-0.31222103024394093,1,High,Simple,1,1,15,23,1.3338099666014122E-12,1.6164980112962534E-12,187,188,2.82285434625067E-12,2.8078391635578475E-12
127,1,Anomalous,1,CADC0872,1,169,Short,170,-7.725837017647058E-6,6.265967225050616E-10,Low,2.5031914079931275E-5,-1.3946256926742733,0.041211262037866445,2,High,Moderate,2,2,2,2,5.92627457251049E-11,1.6650113383188122E-10,169,170,3.707672914231134E-12,3.685863073559186E-12
128,0,Healthy,1,CADC0872,1,188,Medium,189,-1.7873968677248681E-6,9.552887372362428E-10,Low,3.090774558644229E-5,-1.4984840377640687,0.01168398690134881,1,Low,Simple,1,1,54,63,1.3363103545671772E-12,8.301171559844912E-13,188,189,5.081323070405547E-12,5.054437763154724E-12
129,1,Anomalous,1,CADC0872,1,184,Medium,185,-3.199592545945946E-6,5.704154650107845E-10,Low,2.388337214487905E-5,-0.91979361008989,-0.004480809194383345,2,High,Moderate,2,2,1,2,1.6594510109712626E-11,3.2602290545641697E-11,184,185,3.100084048971655E-12,3.0833268378961324E-12
130,0,Healthy,1,CADC0872,1,182,Medium,183,8.497664262295082E-6,7.297155659200725E-10,Low,2.701324797058052E-5,-1.4730382419644317,-0.053177867442986554,1,Low,Simple,1,1,47,59,1.1153178833197375E-12,7.465269972040042E-13,182,183,4.009426186374025E-12,3.987516753661598E-12
131,0,Healthy,0,CADC0872,1,190,Medium,191,3.908168623036649E-6,6.151222066032484E-10,Low,2.480165733581626E-5,-1.4829706498455342,-0.039196930514112,1,Low,Simple,1,1,54,67,1.0289688888334733E-12,1.066846816487566E-12,190,191,3.2374852979118337E-12,3.2205351131060127E-12
132,1,Anomalous,0,CADC0872,1,176,Medium,177,-2.9017051186440676E-6,3.318119588356973E-10,Low,1.821570637762086E-5,-1.4613426820998086,0.0857365026002015,1,High,Simple,1,1,17,23,1.7688424609553472E-12,2.872578445757593E-12,176,177,1.885295220657371E-12,1.874643835229928E-12
133,0,Healthy,1,CADC0872,1,184,Medium,185,-2.679946854594594E-6,2.690226151064348E-10,Low,1.6401908886054537E-5,-1.4514986195572848,-0.028112103337927484,1,Low,Simple,1,1,53,63,6.315581173775428E-13,9.139533813915387E-13,184,185,1.4620794299262762E-12,1.4541762978726206E-12
134,1,Anomalous,1,CADC0872,1,178,Medium,179,-1.858890735195531E-6,1.8971199550696277E-10,Low,1.377359776917283E-5,-0.12707115792615076,-0.3417235842882896,2,High,Moderate,2,2,1,1,3.492905438375689E-11,6.974969863866063E-11,178,179,1.0657977275672066E-12,1.0598435503182277E-12
135,0,Healthy,1,CADC0872,1,175,Medium,176,2.2546554545454547E-6,1.3221829161478352E-10,Low,1.1498621291910762E-5,-1.468346690467857,-0.046962184418694375,1,Low,Simple,1,1,55,56,4.691559265042268E-13,8.32442738129494E-13,175,176,7.555330949416201E-13,7.512402932658154E-13
136,1,Anomalous,1,CADC0872,1,188,Medium,189,2.9166292857142864E-6,1.483587791278804E-10,Low,1.2180261866145588E-5,-1.5048907687574025,-0.015425484720583377,1,High,Simple,1,1,40,47,4.71449596387371E-13,7.311259956967983E-13,188,189,7.891424421695766E-13,7.849670853327005E-13
137,0,Healthy,1,CADC0872,1,182,Medium,183,1.7306312109289621E-6,1.6294646171912082E-10,Low,1.2765048441706786E-5,-1.4864118800677981,0.013171721067093236,1,Low,Simple,1,1,51,58,4.669670317352995E-13,7.317833747166514E-13,182,183,8.953102292259386E-13,8.904178236017532E-13
138,0,Healthy,1,CADC0872,1,189,Medium,190,1.7198987842105265E-6,3.752356580922959E-10,Low,1.9371000441182584E-5,-1.495990145617166,-0.030805056918298757,1,Low,Simple,1,1,57,67,6.622959345584009E-13,7.522868851461215E-13,189,190,1.98537385234019E-12,1.9749245162752414E-12
139,1,Anomalous,1,CADC0872,1,194,Medium,195,7.0993456620512825E-6,5.158319654250351E-10,Low,2.271193442719125E-5,-1.2966215800059686,-0.07004832027119269,2,High,Moderate,1,1,1,2,5.5801963398854994E-11,1.6470647832844474E-10,194,195,2.6589276568300777E-12,2.6452921303847955E-12
140,0,Healthy,1,CADC0872,1,188,Medium,189,2.3475870158730163E-6,6.817550368199746E-10,Low,2.611043923069803E-5,-1.389598825230904,-0.10315641510349498,1,Low,Simple,1,1,50,66,1.0005719994736748E-12,7.922688051383693E-13,188,189,3.6263565788296523E-12,3.6071695069839925E-12
141,1,Anomalous,1,CADC0872,1,188,Medium,189,-5.285984036507937E-6,7.147917828834587E-10,Low,2.673559019141823E-5,-1.2108317971295934,0.006799439855952614,3,High,Moderate,3,1,2,5,2.3485162729222453E-11,4.5991401209050133E-11,188,189,3.802083951507759E-12,3.781967105203485E-12
142,0,Healthy,0,CADC0872,1,201,Medium,202,-3.5120796534653463E-6,9.605579001175124E-10,Low,3.099286853644742E-5,-1.4924345316589196,0.002623188974675278,1,Low,Simple,1,1,56,69,1.1835697731144182E-12,7.259779053997505E-13,201,202,4.77889502546026E-12,4.755237129294615E-12
143,1,Anomalous,1,CADC0872,1,199,Medium,200,-3.7624928399999994E-6,4.227286218939271E-10,Low,2.0560365315186575E-5,0.021143925726547774,-0.4343601175481853,1,High,Simple,1,1,1,1,9.94107949851559E-12,1.9273788605341242E-11,199,200,2.1242644316277744E-12,2.1136431094696356E-12
144,0,Healthy,1,CADC0872,1,206,Medium,207,7.768148739130436E-6,7.219219050707172E-10,Low,2.6868604449630747E-5,-1.4117759282924864,-0.11260410112782929,1,Low,Simple,1,1,53,67,9.391332787495384E-13,8.671450061262045E-13,206,207,3.5044752673335783E-12,3.4875454351242373E-12
145,0,Healthy,1,CADC0872,1,212,Medium,213,6.163727824413145E-6,5.406971020033051E-10,Low,2.3252894486564574E-5,-1.1013740765917042,-0.34532683784316,1,Low,Simple,1,1,55,71,6.586540202517837E-13,7.171191124427442E-13,212,213,2.550458028317477E-12,2.5384840469638738E-12
146,1,Anomalous,1,CADC0872,1,196,Medium,197,1.9226841573604054E-7,1.8928624708554165E-10,Low,1.3758133851854387E-5,-0.6539800984488155,-0.48007569272159895,2,High,Moderate,2,1,1,5,5.769793537903537E-12,1.1371263262769944E-11,196,197,9.657461585997023E-13,9.608438938352368E-13
147,0,Healthy,0,CADC0872,1,217,Medium,218,-2.569142665137617E-7,2.8608843121257034E-10,Low,1.691414884682556E-5,-1.4331014065909031,-0.04008918255816541,1,Low,Simple,1,1,67,78,4.983098532868963E-13,8.396632802573819E-13,217,218,1.3183798673390339E-12,1.3123322532686712E-12
148,1,Anomalous,0,CADC0872,1,192,Medium,193,-4.5592841352331605E-6,8.931838685251098E-11,Low,9.450840536825864E-6,-1.0864755103792196,-0.08021382116902072,1,High,Simple,1,1,20,23,8.505806167758712E-13,1.7097043972953108E-12,192,193,4.651999315234947E-13,4.627895691839947E-13
149,0,Healthy,1,CADC0872,1,203,Medium,204,1.5210467681372547E-6,1.2780850266076105E-10,Low,1.1305242264576246E-5,-1.472738422659563,-0.06189774040707747,1,Low,Simple,1,1,58,66,4.0172850337526973E-13,7.71811408149356E-13,203,204,6.29598535274685E-13,6.265122679449071E-13
150,1,Anomalous,1,CADC0872,1,216,Medium,217,2.265338898617511E-6,1.3622748220699782E-10,Low,1.1671652933796388E-5,-1.4890603769227575,0.0019479593487525964,2,High,Moderate,1,1,26,51,6.692201249068052E-13,1.3332062639864765E-12,216,217,6.306827879953603E-13,6.277764157004508E-13
151,1,Anomalous,1,CADC0872,1,211,Medium,212,3.1641788221698116E-6,1.1582833516843627E-10,Low,1.0762357323952605E-5,-1.3783019472212494,-0.044536588045341274,2,High,Moderate,1,1,2,18,1.826376296937111E-12,3.60756381441748E-12,211,212,5.489494557745794E-13,5.463600715492277E-13
152,0,Healthy,1,CADC0872,1,191,Medium,192,-2.8827177390624996E-6,1.0048276671519308E-10,Low,1.0024109272907647E-5,-1.2498167037314607,-0.1570674954471162,1,Low,Simple,1,1,56,63,3.6283286195502956E-13,7.520203082007499E-13,191,192,5.260877838491785E-13,5.233477433082973E-13
153,0,Healthy,1,CADC0872,1,219,Medium,220,-1.781899090909097E-7,3.2306511167793756E-10,Low,1.7974012119667037E-5,-1.4724232629654321,0.03726018481155959,1,Low,Simple,1,1,64,72,5.752136210578944E-13,8.971635648849389E-13,219,220,1.475183158346747E-12,1.4684777803542617E-12
154,0,Healthy,1,CADC0872,1,204,Medium,205,3.0785376780487797E-6,3.558216679876522E-10,Low,1.886323588326383E-5,-1.381150540821647,-0.12387301131759092,1,Low,Simple,1,1,65,69,6.30648344627036E-13,9.44976629907646E-13,204,205,1.7442238626845695E-12,1.7357154535983033E-12
155,0,Healthy,0,CADC0872,1,208,Medium,209,5.3377053732057406E-6,5.392836018744721E-10,Low,2.3222480528024393E-5,-1.3777008011508434,-0.058894301161923006,1,Low,Simple,1,1,69,71,7.636936924957077E-13,8.103915966244774E-13,208,209,2.5927096243965002E-12,2.5803043151888615E-12
156,0,Healthy,1,CADC0872,1,198,Medium,199,4.406177587939705E-7,7.194354450084975E-10,Low,2.682229380587159E-5,-1.4440643173689034,-0.0460616337276411,1,Low,Simple,1,1,52,74,1.0829901983728074E-12,1.1130446102822103E-12,198,199,3.6335123485277652E-12,3.615253492505013E-12
157,0,Healthy,1,CADC0872,1,216,Medium,217,-3.8975903917050695E-6,7.793099452656106E-10,Low,2.791612339250582E-5,-1.4952048260924922,0.01829866834346968,1,Low,Simple,1,1,66,73,1.0935445317644567E-12,1.2156780130940786E-12,216,217,3.607916413266716E-12,3.591290070348436E-12
158,0,Healthy,1,CADC0872,1,205,Medium,206,-7.279649669902911E-6,5.2130737111929E-10,Low,2.2832156514864953E-5,-1.4054538536145942,-0.05401079576751274,1,Low,Simple,1,1,56,65,8.320981484636078E-13,9.900839158442413E-13,205,206,2.5429627859477563E-12,2.5306183064043205E-12
159,0,Healthy,1,CADC0872,1,233,Medium,234,3.8069060470085474E-6,8.763908379121283E-10,Low,2.9603899032258037E-5,-1.4340995665339882,-0.0715958190065987,1,Low,Simple,1,1,63,74,1.0726205750316916E-12,1.142500742304392E-12,233,234,3.761334068292396E-12,3.7452599910774715E-12
160,1,Anomalous,1,CADC0872,1,224,Medium,225,6.156609288888878E-7,5.51405733151937E-10,Low,2.3482030004919444E-5,-0.802509489673739,-0.5833269879792162,2,High,Moderate,1,1,2,7,2.8720934925361855E-12,5.39083852488277E-12,224,225,2.4616327372854333E-12,2.4506921473419423E-12
161,0,Healthy,1,CADC0872,1,236,Medium,237,7.597927864978903E-6,6.122274204437359E-10,Low,2.474322979006047E-5,-0.899726720541453,-0.46600227386902665,1,Low,Simple,1,1,74,81,6.455087343672056E-13,8.692005276339149E-13,236,237,2.5941839849310844E-12,2.5832380609440336E-12
162,1,Anomalous,1,CADC0872,1,256,Medium,257,3.045158715953307E-6,6.316685222811881E-10,Low,2.5133016577426357E-5,-1.2361360700664434,-0.08656072060494223,1,High,Simple,1,1,1,5,2.5180054409932406E-12,4.7928148830772345E-12,256,257,2.467455165160891E-12,2.457854172300343E-12
163,1,Anomalous,1,CADC0872,1,209,Medium,210,-5.804209585714285E-6,2.2828397914368475E-10,Low,1.510906943341266E-5,-1.0094025089171297,-0.26592664257754756,2,High,Moderate,2,2,2,2,3.410170924427095E-11,9.96863594773635E-11,209,210,1.09226784279275E-12,1.0870665673508797E-12
164,0,Healthy,1,CADC0872,1,236,Medium,237,-2.9906392869198306E-6,3.147665368487416E-10,Low,1.7741661051004824E-5,-1.4580653156951324,0.004047994313287013,1,Low,Simple,1,1,67,76,5.392907317368543E-13,8.423955435268399E-13,236,237,1.333756512070939E-12,1.3281288474630448E-12
